"source","word","n","total","freq","tf","idf","tf_idf"
"Vogue","glowing",5,315,0.0158730158730159,0.00200883889112093,0.693147180559945,0.00139242101357964
"Vogue","graham",5,315,0.0158730158730159,0.00200883889112093,0.693147180559945,0.00139242101357964
"Vogue","miranda",5,315,0.0158730158730159,0.00200883889112093,0.693147180559945,0.00139242101357964
"Vogue","narrates",5,315,0.0158730158730159,0.00200883889112093,0.693147180559945,0.00139242101357964
"Vogue","rihanna",5,315,0.0158730158730159,0.00200883889112093,0.693147180559945,0.00139242101357964
"Vogue","star",5,315,0.0158730158730159,0.00200883889112093,0.693147180559945,0.00139242101357964
"Vogue","step",5,315,0.0158730158730159,0.00200883889112093,0.693147180559945,0.00139242101357964
"VS","1",5,148,0.0337837837837838,0.0062111801242236,0.693147180559945,0.00430526199105556
"VS","elsa",5,148,0.0337837837837838,0.0062111801242236,0,0
"VS","fantasy",5,148,0.0337837837837838,0.0062111801242236,0,0
"VS","fragrance",5,148,0.0337837837837838,0.0062111801242236,0.693147180559945,0.00430526199105556
"VS","holiday",5,148,0.0337837837837838,0.0062111801242236,0.693147180559945,0.00430526199105556
"VS","olivier",5,148,0.0337837837837838,0.0062111801242236,0,0
"VS","real",5,148,0.0337837837837838,0.0062111801242236,0,0
"VS","rousteing",5,148,0.0337837837837838,0.0062111801242236,0,0
"VS","victoria",5,148,0.0337837837837838,0.0062111801242236,0,0
"Vogue","angel",4,315,0.0126984126984127,0.00160707111289675,0,0
"Vogue","chopra",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","cindy",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","day",4,315,0.0126984126984127,0.00160707111289675,0,0
"Vogue","diddy",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","gomez",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","hill",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","house",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","inspired",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","jasmine",4,315,0.0126984126984127,0.00160707111289675,0,0
"Vogue","katy",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","kylie",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","lives",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","master",4,315,0.0126984126984127,0.00160707111289675,0,0
"Vogue","milan",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","moments",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","priyanka",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","selena",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","smith",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"Vogue","stories",4,315,0.0126984126984127,0.00160707111289675,0,0
"Vogue","tookes",4,315,0.0126984126984127,0.00160707111289675,0,0
"Vogue","ultimate",4,315,0.0126984126984127,0.00160707111289675,0.693147180559945,0.00111393681086371
"VS","dream",4,148,0.027027027027027,0.00496894409937888,0.693147180559945,0.00344420959284445
"VS","extended",4,148,0.027027027027027,0.00496894409937888,0.693147180559945,0.00344420959284445
"VS","interviews",4,148,0.027027027027027,0.00496894409937888,0.693147180559945,0.00344420959284445
"VS","online",4,148,0.027027027027027,0.00496894409937888,0.693147180559945,0.00344420959284445
"VS","secret’s",4,148,0.027027027027027,0.00496894409937888,0.693147180559945,0.00344420959284445
"VS","voices",4,148,0.027027027027027,0.00496894409937888,0.693147180559945,0.00344420959284445
"VS","vsxbalmain",4,148,0.027027027027027,0.00496894409937888,0.693147180559945,0.00344420959284445
"Vogue","10",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","actress",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","adventure",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","aldridge",3,315,0.00952380952380952,0.00120530333467256,0,0
"Vogue","bed",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","cardi",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","carpet",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","cat",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","changed",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","combs",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","crawford",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","diane",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","fantasy",3,315,0.00952380952380952,0.00120530333467256,0,0
"Vogue","french",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","home",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","huntington",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","jordan",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","kerr",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","lena",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","lily",3,315,0.00952380952380952,0.00120530333467256,0,0
"Vogue","lima",3,315,0.00952380952380952,0.00120530333467256,0,0
"Vogue","lupita",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","michael",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","minute",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","models",3,315,0.00952380952380952,0.00120530333467256,0,0
"Vogue","nyfw",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","party",3,315,0.00952380952380952,0.00120530333467256,0,0
"Vogue","perry",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","pop",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","pre",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","prep",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","pride",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","red",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","reveals",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","rosie",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","sean",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","season",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","shares",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","shoot",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","sleepover",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","smoky",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","studio",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","style",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","teyana",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","trailer",3,315,0.00952380952380952,0.00120530333467256,0,0
"Vogue","travis",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","victoria",3,315,0.00952380952380952,0.00120530333467256,0,0
"Vogue","vogue’s",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","walking",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","wedding",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","williams",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"Vogue","women",3,315,0.00952380952380952,0.00120530333467256,0.693147180559945,0.000835452608147785
"VS","2",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","2017",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","5",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","adriana",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","alessandra",3,148,0.0202702702702703,0.00372670807453416,0.693147180559945,0.00258315719463334
"VS","beautiful",3,148,0.0202702702702703,0.00372670807453416,0.693147180559945,0.00258315719463334
"VS","body",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","bralette",3,148,0.0202702702702703,0.00372670807453416,0.693147180559945,0.00258315719463334
"VS","fitness",3,148,0.0202702702702703,0.00372670807453416,0.693147180559945,0.00258315719463334
"VS","hosk",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","illusions",3,148,0.0202702702702703,0.00372670807453416,0.693147180559945,0.00258315719463334
"VS","lily",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","moves",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","sara",3,148,0.0202702702702703,0.00372670807453416,0,0
"VS","shirt",3,148,0.0202702702702703,0.00372670807453416,0.693147180559945,0.00258315719463334
"VS","summer",3,148,0.0202702702702703,0.00372670807453416,0.693147180559945,0.00258315719463334
"Vogue","7",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","alexander",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","america",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","american",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","angeles",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","angels",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","ansari",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","aziz",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","baby",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","bad",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","balmain",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","beach",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","beckham’s",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","bombshell",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","bra",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","brady",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","breaks",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","bündchen",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","cameron",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","cami",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","camille",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","cassie",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","céline",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","chrissy",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","city",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","cl",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","class",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","coachella",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","cole",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","collections",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","corden",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","create",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","creative",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","creativity",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","dallas",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","dance",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","daniel",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","de",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","denim",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","desiigner",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","drag",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","dunham",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","earth",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","easier",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","easy",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","emma",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","ep",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","family",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","fei",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","final",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","finalists",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","found",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","ft",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","fund",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","furstenberg",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","future",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","game",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","gerber’s",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","gisele",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","grace",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","hadid’s",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","hailey",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","hair",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","headpiece",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","here’s",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","instagram",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","issa",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","jackson",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","jaden",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","james",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","jet",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","jonas",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","jordyn",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","jung",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","kaia",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","kanye",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","kardashian",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","karlie",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","kerr’s",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","kim",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","kloss",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","korean",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","life",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","lili",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","lilly",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","lips",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","los",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","love",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","magic",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","malik",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","mccartney",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","meets",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","michelle",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","migos",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","moment",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","morrone",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","nick",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","nyong’o",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","olympian",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","ora",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","race",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","rae",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","rita",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","ritual",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","rowe",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","rules",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","runway",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","rupaul’s",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","sampaio’s",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","sara",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","scenes",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","serena",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","set",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","share",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","simone",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
